scientific_name,TermTotalTrade,term
Ornithoptera spp.,8,live
Ovis ammon,8,skulls
Pachypodium succulentum,8,live
Paleosuchus palpebrosus,8,leather products (small)
Panthera pardus,8,specimens
Paphiopedilum dianthum,8,live
Paphiopedilum papuanum,8,live
Papio hamadryas,8,skins
Paradisaea raggiana,8,feathers
Paroaria capitata,8,live
Phalaenopsis celebensis,8,live
Phalaenopsis speciosa,8,live
Phelsuma ornata,8,live
Physignathus cocincinus,8,live
Pithecia pithecia,8,live
Plerogyra spp.,8,carvings
Pleurothallis rubella,8,live
Pleurothallis sclerophylla,8,live
Pleurothallis spp.,8,specimens
Podocarpus spp.,8,live
Pongo pygmaeus,8,specimens
Porroglossum mordax,8,live
Potamotrygon motoro,8,live
Psephotus dissimilis,8,live
Psittacula columboides,8,live
Psittacula himalayana,8,live
Pterocarpus santalinus,8,logs
Pterocarpus santalinus,8,powder
Pteropus vampyrus,8,live
Pterostylis spp.,8,roots
Python regius,8,leather products (small)
Python sebae,8,trophies
Python spp.,8,skin pieces
Renanthera imschootiana,8,live
Restrepia chocoensis,8,live
Restrepia limbata,8,live
Rhea americana,8,feathers
Rhinocerotidae spp.,8,horns
Rhinopithecus roxellana,8,live
Rossioglossum insleayi,8,live
Rossioglossum schlieperianum,8,live
Saussurea costus,8,dried plants
Scaphosepalum fimbriatum,8,live
Scaphosepalum ovulare,8,live
Schlumbergera rosea,8,live
Sclerocactus brevihamatus tobuschii,8,seeds
Sclerocactus warnockii,8,live
Selenicereus grandiflorus,8,extract
Seriatopora caliendrum,8,raw corals
Sigmatostalix eliae,8,live
Sigmatostalix morganii,8,live
Sophronitis pygmaea,8,live
Stilifolium ascendens,8,live
Taxus spp.,8,live
Thelocactus conothelos,8,live
Thrixspermum acuminatissimum,8,live
Tragelaphus eurycerus,8,live
Trias disciflora,8,live
Trisetella abbreviata,8,live
Trogonoptera trojana,8,live
Tuberolabium kotoense,8,live
Tupaia belangeri,8,live
Uroplatus guentheri,8,live
Ursus americanus,8,hair
Vanda hybrid,8,roots
Varanus mertensi,8,live
Varanus pilbarensis,8,live
Varanus salvator,8,meat
Varanus spp.,8,leather products (large)
Varanus yuwonoi,8,live
Vicugna vicugna,8,fibres
Selenicereus chrysocardium,7,live
Sigmatostalix guatemalensis,7,live
Sobralia macrophylla,7,live
Spathoglottis pubescens,7,live
Sphaeropteris cooperi,7,live
Sphaeropteris glauca,7,stems
Stanhopea annulata,7,live
Stanhopea grandiflora,7,live
Stanhopea nigripes,7,live
Stenocactus phyllacanthus,7,live
Stigmochelys pardalis,7,carapaces
Struthio camelus,7,feathers
Sudamerlycaste reichenbachii,7,live
Swietenia macrophylla,7,carvings
Taxus cuspidata,7,timber
Taxus wallichiana,7,medicine
Tayassu pecari,7,trophies
Tragelaphus spekii,7,skins
Trigonidium acuminatum,7,live
Trionyx triunguis,7,live
Troides prattorum,7,bodies
Tubipora spp.,7,carvings
Turbinicarpus saueri,7,live
Turbinicarpus saueri,7,seeds
Uebelmannia buiningii,7,live
Uebelmannia spp.,7,seeds
Uromastyx thomasi,7,live
Ursus arctos,7,derivatives
Ursus maritimus,7,plates
Vanda dearei,7,live
Vanda hybrid,7,cultures
Vanda roeblingiana,7,live
Vanilla pompona,7,live
Varanus komodoensis,7,live
Varanus niloticus,7,skin scraps
Varanus niloticus,7,trophies
Varecia rubra,7,live
Zamia furfuracea,7,seeds
Acampe papillosa,7,live
Acampe spp.,7,live
Accipiter gentilis,7,bodies
Acineta cryptodonta,7,live
Acipenser stellatus,7,meat
Acipenser transmontanus,7,derivatives
Acipenseridae hybrid,7,eggs (live)
Acropora elegantula,7,live
Acropora fenneri,7,live
Acropora tenuis,7,raw corals
Ada ocanensis,7,live
Agaricia agaricites,7,raw corals
Alisterus scapularis,7,specimens
Alluaudia procera,7,live
Alocasia sanderiana,7,live
Aloe affinis,7,live
Aloe bellatula,7,live
Aloe burgersfortensis,7,live
Aloe jucunda,7,live
Aloe megalacantha,7,live
Aloe parallelifolia,7,live
Amazona brasiliensis,7,live
Amazona pretrei,7,live
Amazona spp.,7,live
Amazona xantholora,7,live
Anacampseros telephiastrum,7,live
Anas clypeata,7,meat
Anas crecca,7,skins
Ancistrochilus rothschildianus,7,live
Angraecum breve,7,live
Angraecum pseudofilicornu,7,live
Anodorhynchus leari,7,live
Aquilaria crassna,7,live
Aquilaria crassna,7,sawn wood
Aquilaria spp.,7,derivatives
Aquilaria spp.,7,powder
Aquilaria spp.,7,timber
Ara spp.,7,feathers
Ara spp.,7,live
Araucaria araucana,7,timber
Arctocephalus pusillus,7,genitalia
Ascocentrum christensonianum,7,live
Austrocylindropuntia floccosa,7,live
Austrocylindropuntia subulata,7,stems
Aztekium hintonii,7,live
Balaena mysticetus,7,specimens
Banksia menziesii,7,flowers
Banksia spp.,7,stems
Barkeria scandens,7,live
Bletilla ochracea,7,live
Boidae spp.,7,leather items
Borzicactus sepium,7,live
Brachylophus fasciatus,7,live
Brachypelma boehmei,7,live
Bradypodion spp.,7,live
Brassavola acaulis,7,live
Brassia villosa,7,live
Brassia wageneri,7,live
Brotogeris sanctithomae,7,live
Bubalus arnee,7,horns
Buceros bicornis,7,live
Budorcas taxicolor,7,live
Bulbophyllum annandalei,7,live
Bulbophyllum bicolor,7,live
Bulbophyllum nymphopolitanum,7,live
Caiman crocodilus crocodilus,7,skin scraps
Caiman crocodilus crocodilus,7,unspecified
Calanthe hybrid,7,live
Calanthe madagascariensis,7,live
Calanthe plantaginea,7,live
Canis lupus monstrabilis,7,trophies
Carnegiea gigantea,7,timber pieces
Cattleya dolosa,7,live
Cedrela odorata,7,veneer
Cephalotus follicularis,7,live
Cerberus rynchops,7,meat
Chamaeleo africanus,7,live
Chelonia mydas,7,oil
Cheloniidae spp.,7,derivatives
Chinchilla lanigera,7,skins
Chytroglossa spp.,7,live
Cistanche deserticola,7,medicine
Cochleanthes ionoleuca,7,live
Cochleanthes wailesiana,7,live
Colobus guereza,7,skins
Copiapoa calderana,7,live
Cordylus spp.,7,live
Crocodylus niloticus,7,teeth
Crocodylus porosus,7,derivatives
Crocodylus porosus,7,jewellery
Cryptopus elatus,7,live
Cuora mccordi,7,live
Cycas spp.,7,leaves
Cyclamen spp.,7,seeds
Cyphastrea serailia,7,raw corals
Cypripedium tibeticum,7,live
Daboia russelii,7,skin pieces
Dalbergia oliveri,7,logs
Dalbergia oliveri,7,sawn wood
Dalbergia retusa,7,carvings
Damaliscus lunatus,7,horns
Damaliscus pygargus pygargus,7,skulls
Delphinus delphis,7,specimens
Dendrobates spp.,7,live
Dendrobium aloifolium,7,live
Dendrobium amabile,7,live
Dendrobium bifalce,7,live
Dendrobium candidum,7,live
Dendrobium cretaceum,7,live
Dendrobium crocatum,7,live
Dendrobium discolor,7,live
Dendrobium eximium,7,live
Dendrobium malvicolor,7,live
Dendrobium mortii,7,live
Dendrobium nathanielis,7,live
Dendrobium tenellum,7,live
Dendrobium violaceum,7,live
Dendrocygna viduata,7,trophies
Dendrophyllia spp.,7,raw corals
Diadenium spp.,7,live
Didierea madagascariensis,7,live
Discocactus hartmannii,7,seeds
Discocactus pseudoinsignis,7,seeds
Disocactus speciosus,7,live
Dracula citrina,7,live
Dracula cutis-bufonis,7,live
Dracula erythrochaete,7,live
Dracula psittacina,7,live
Dracula roezlii,7,live
Dracula woolwardiae,7,live
Echinocereus stramineus,7,live
Encephalartos bubalinus,7,live
Encyclia allemanoides,7,live
Encyclia calamaria,7,live
Encyclia chacaoensis,7,live
Encyclia granitica,7,live
Encyclia livida,7,live
Encyclia tarumana,7,live
Epidendrum ilense,7,live
Epidendrum spp.,7,dried plants
Eriosyce villosa,7,live
Eschrichtius robustus,7,specimens
Escobaria sneedii leei,7,seeds
Eulemur albifrons,7,live
Euphorbia ammak,7,live
Euphorbia decepta,7,live
Euphorbia esculenta,7,live
Euphorbia friedrichiae,7,live
Euphorbia fusca,7,live
Euphorbia globosa,7,live
Euphorbia hedyotoides,7,live
Euphorbia leuconeura,7,live
Euphorbia lophogona,7,live
Euphorbia moratii,7,live
Euphorbia multiceps,7,live
Euphorbia neohumbertii,7,live
Euphorbia neriifolia,7,live
Euphorbia perangusta,7,live
Euphorbia perrieri,7,live
Euphorbia platyclada,7,live
Euphorbia stellispina,7,live
Euphorbia stenoclada,7,live
Euphorbia tortilis,7,live
Euphorbia tuberculata,7,live
Falco sparverius,7,bodies
Falconiformes spp.,7,live
Felidae spp.,7,live
Felis chaus,7,garments
Felis margarita,7,live
Ferocactus flavovirens,7,live
Forpus conspicillatus,7,live
Fungia fungites,7,carvings
Furcifer bifidus,7,live
Galanthus nivalis flore pleno,7,roots
Gongora cassidea,7,live
Gongora ecornuta,7,live
Gongora gibba,7,live
Grammatophyllum stapeliiflorum,7,live
Graptemys ouachitensis,7,live
Grosourdya spp.,7,live
Grus canadensis,7,live
Guibourtia demeusei,7,sawn wood
Gymnocalycium mostii,7,live
Gymnocalycium ragonesei,7,live
Gymnocalycium reductum,7,live
Gypohierax angolensis,7,live
Gyps rueppellii,7,live
Hapalemur griseus,7,specimens
Herpolitha limax,7,carvings
Hexadesmia spp.,7,live
Hippocampus reidi,7,fingerlings
Hippocampus spp.,7,medicine
Hippopotamus amphibius,7,garments
Hirudo medicinalis,7,bodies
Holcoglossum quasipinifolium,7,live
Hoodia spp.,7,derivatives
Iguana delicatissima,7,live
Iguana iguana,7,leather items
Iguana spp.,7,live
Kobus leche,7,skin pieces
Laelia caulescens,7,live
Lepanthes adrianae,7,live
Leptoptilos crumeniferus,7,live
Lithophyllon spp.,7,raw corals
Loxodonta africana,7,genitalia
Lycalopex culpaeus,7,leather products (small)
Lycalopex griseus,7,leather products (large)
Lycaste costata,7,live
Lycaste cruenta,7,live
Lycaste fimbriata,7,live
Lycaste reichenbachii,7,live
Lynx canadensis,7,hair products
Lynx rufus,7,bodies
Macradenia lutescens,7,live
Malayemys subtrijuga,7,live
Mammillaria blossfeldiana,7,live
Mammillaria fittkaui,7,live
Mammillaria nana,7,live
Mammillaria theresae,7,live
Mantella spp.,7,live
Masdevallia arminii,7,live
Masdevallia catapheres,7,live
Masdevallia cloesii,7,live
Masdevallia corniculata,7,live
Masdevallia datura,7,live
Masdevallia falcago,7,live
Masdevallia hystrix,7,live
Masdevallia mooreana,7,live
Masdevallia mutica,7,live
Masdevallia navicularis,7,live
Masdevallia sernae,7,live
Masdevallia venusta,7,live
Masdevallia whiteana,7,live
Mediocalcar spp.,7,live
Micropera apiculata,7,live
Mila caespitosa,7,live
Milvus migrans,7,live
Monodon monoceros,7,specimens
Montipora aequituberculata,7,live
Moschus spp.,7,musk
Mustela sibirica,7,tails
Naja sputatrix,7,leather products (large)
Nepenthes gracillima,7,live
Nepenthes muluensis,7,live
Nephelaphyllum pulchrum,7,live
Nidema boothii,7,live
Nigrita bicolor,7,live
Ninox novaeseelandiae,7,live
Nycticebus pygmaeus,7,live
Oerstedella centradenia,7,live
Oncidium bifolium,7,live
Oncidium spp.,7,cultures
Oncidium variegatum,7,live
Operculicarya decaryi,7,live
Orchidaceae hybrid,7,flowers
Ornithochilus difformis,7,live
Ovis ammon hodgsonii,7,trophies
Ovis aries arkal,7,trophies
Pan paniscus,7,specimens
Panisea uniflora,7,live
Panthera leo,7,plates
Panthera onca,7,specimens
Papio ursinus,7,bodies
Papio ursinus,7,bones
Paraphalaenopsis denevei,7,live
Paraphalaenopsis serpentilingua,7,live
Parodia aureicentra,7,live
Pelochelys cantorii,7,live
Pfeiffera monacantha,7,live
Phaius mishmensis,7,live
Phalaenopsis deliciosa,7,live
Phalaenopsis philippinensis,7,live
Phelsuma comorensis,7,live
Phelsuma mutabilis,7,live
Pholidota articulata,7,live
Pionites melanocephalus,7,specimens
Pleurothallis endotrachys,7,live
Pleurothallis lanceana,7,live
Pleurothallis macroblepharis,7,live
Podocnemis erythrocephala,7,live
Polyodon spathula,7,live
Polyplectron germaini,7,live
Polystachya flavescens,7,live
Ponthieva maculata,7,live
Prionailurus bengalensis,7,skin pieces
Psychopsis spp.,7,live
Pteroceras spp.,7,live
Ramphastos vitellinus,7,feathers
Renanthera bella,7,live
Rhea americana albescens,7,shoes
Rhipsalis ewaldiana,7,stems
Rhodopis vesper,7,live
Rodriguezia pulchra,7,live
Rodriguezia refracta,7,live
Rodriguezia satipoana,7,live
Rodriguezia strobelii,7,live
Rossioglossum williamsianum,7,live
Rudolfiella spp.,7,live
Saguinus oedipus,7,specimens
Saiga tatarica,7,trophies
Salvator rufescens,7,skin scraps
Macrozamia lucida,6,live
Macrozamia miquelii,6,stems
Macrozamia spp.,6,live
Mammillaria aureilanata,6,live
Mammillaria eriacantha,6,live
Mammillaria luethyi,6,live
Mammillaria meyranii,6,live
Mammillaria moelleriana,6,live
Mammillaria napina,6,live
Mammillaria nunezii,6,live
Mammillaria poselgeri,6,live
Mantella bernhardi,6,live
Mantella expectata,6,live
Masdevallia bangii,6,live
Masdevallia colossus,6,live
Masdevallia crassicaudis,6,live
Masdevallia dalessandroi,6,live
Masdevallia echo,6,live
Masdevallia ensata,6,live
Masdevallia expansa,6,live
Masdevallia hymenantha,6,live
Masdevallia laevis,6,live
Masdevallia maloi,6,live
Masdevallia ophioglossa,6,live
Masdevallia pastinata,6,live
Masdevallia pyxis,6,live
Masdevallia reichenbachiana,6,live
Masdevallia rhodehameliana,6,live
Masdevallia rubiginosa,6,live
Masdevallia saltatrix,6,live
Masdevallia setacea,6,live
Masdevallia torta,6,live
Masdevallia trigonopetala,6,live
Masdevallia uncifera,6,live
Masdevallia venezuelana,6,live
Masdevallia virens,6,live
Mauremys japonica,6,live
Maxillaria campanulata,6,live
Melocactus conoideus,6,seeds
Micromussa spp.,6,live
Millepora exaesa,6,raw corals
Miltoniopsis hybrid,6,live
Montastrea magnistellata,6,live
Montipora spumosa,6,live
Moschus moschiferus,6,medicine
Myrmecophila spp.,6,live
Nandayus nenday,6,specimens
Nardostachys grandiflora,6,oil
Neodryas spp.,6,live
Neomoorea irrorata,6,live
Neophocaena phocaenoides,6,specimens
Nepenthes diatas,6,live
Nepenthes mikei,6,live
Nestor notabilis,6,live
Nycticebus coucang,6,live
Odobenus rosmarus,6,specimens
Oncidium floridanum,6,live
Oncidium ochmatochilum,6,live
Oncidium spp.,6,flowers
Orchidaceae spp.,6,seeds
Orchis morio,6,cosmetics
Ornithoptera priamus,6,specimens
Ortegocactus spp.,6,live
Osteolaemus tetraspis,6,bodies
Osteolaemus tetraspis,6,leather items
Ouroborus cataphractus,6,live
Oxypora spp.,6,raw corals
Pachypodium eburneum,6,live
Panthera hybrid,6,live
Panthera leo,6,leather products (small)
Panthera leo persica,6,live
Panthera pardus,6,garments
Panthera pardus,6,teeth
Panthera tigris,6,bodies
Panthera tigris,6,medicine
Paphiopedilum liemianum,6,live
Paphiopedilum sangii,6,live
Papilionanthe teres,6,cosmetics
Papio ursinus,6,live
Papio ursinus,6,skin pieces
Papio ursinus,6,teeth
Parodia herteri,6,stems
Parodia linkii,6,live
Parodia nothorauschii,6,live
Pavo cristatus,6,live
Pediocactus bradyi,6,live
Pediocactus paradinei,6,live
Pericopsis elata,6,veneer
Peristeria guttata,6,live
Perodicticus potto,6,live
Phalaenopsis amabilis,6,extract
Phalaenopsis kunstleri,6,live
Phelsuma pusilla,6,live
Philantomba monticola,6,bodies
Pholidota pallida,6,live
Physeter macrocephalus,6,oil
Pionus menstruus,6,specimens
Platygyra daedalea,6,raw corals
Platystele jesupiorum,6,live
Pleione bulbocodioides,6,live
Pocillopora danae,6,raw corals
Podochilus spp.,6,live
Polihierax semitorquatus,6,live
Porites nigrescens,6,raw corals
Prionailurus viverrinus,6,live
Prosthechea cochleata,6,live
Psammobates oculifer,6,live
Pseudoscops clamator,6,live
Psittacidae spp.,6,feathers
Psittaciformes spp.,6,specimens
Psittacula eupatria,6,specimens
Psychopsis hybrid,6,live
Pteroceras semiteretifolium,6,live
Pterocnemia pennata,6,live
Puma concolor couguar,6,skulls
Python bivittatus,6,meat
Python molurus,6,shoes
Python reticulatus,6,specimens
Ranitomeya variabilis,6,live
Rebutia breviflora,6,live
Restrepia echo,6,live
Rhipsalis grandiflora,6,live
Rhynchostele stellata,6,live
Saimiri sciureus,6,specimens
Salvator merianae,6,garments
Sandalolitha spp.,6,raw corals
Acanthophyllia deshayesiana,6,raw corals
Acipenser ruthenus,6,derivatives
Acropora awi,6,live
Acropora cervicornis,6,live
Acropora cervicornis,6,raw corals
Acropora cytherea,6,raw corals
Acropora longicyathus,6,live
Acropora spp.,6,specimens
Acropora tutuilensis,6,live
Adenoncos parviflora,6,live
Aerangis mystacidii,6,live
Aeranthes arachnites,6,live
Ailuropoda melanoleuca,6,live
Alamania punicea,6,live
Alligator mississippiensis,6,medicine
Aloe arborescens,6,leaves
Aloe conifera,6,live
Aloe purpurea,6,live
Aloe spp.,6,extract
Alopochen aegyptiaca,6,bodies
Alsophila cunninghamii,6,live
Alsophila smithii,6,live
Alveopora gigas,6,raw corals
Amazona amazonica,6,specimens
Amazona farinosa,6,specimens
Amazona ochrocephala,6,specimens
Amazona rhodocorytha,6,live
Angraecum florulentum,6,live
Angraecum praestans,6,live
Anguloa tognettiae,6,live
Anodorhynchus hyacinthinus,6,specimens
Antipatharia spp.,6,jewellery
Antipathes densa,6,raw corals
Aonyx capensis,6,live
Aotus vociferans,6,live
Appendicula cornuta,6,live
Aquila chrysaetos,6,bodies
Aquila nipalensis,6,live
Aquilaria filaria,6,derivatives
Aquilaria malaccensis,6,logs
Aquilaria spp.,6,carvings
Arapaima gigas,6,garments
Aratinga nana,6,live
Aratinga spp.,6,live
Arctictis binturong,6,live
Arctocephalus australis,6,garments
Ardeotis kori,6,live
Arpophyllum giganteum,6,live
Arpophyllum spicatum,6,live
Arrojadoa spp.,6,live
Aspidites melanocephalus,6,live
Athene noctua,6,bodies
Avahi laniger,6,specimens
Balaena mysticetus,6,baleen
Barbosella miersii,6,live
Barkeria skinneri,6,live
Benzingia palorae,6,live
Benzingia spp.,6,live
Bifrenaria charlesworthii,6,live
Bifrenaria secunda,6,live
Bifrenaria spp.,6,live
Bifrenaria vitellina,6,live
Bison bison athabascae,6,live
Bletilla formosana,6,live
Bollea violacea,6,live
Bothriechis schlegelii,6,live
Bowenia serrulata,6,leaves
Brassavola chacoensis,6,live
Brassia aurantiaca,6,live
Brassia bidens,6,live
Brassia neglecta,6,live
Brookesia brygooi,6,live
Bubalus arnee,6,horn products
Bubo bubo,6,skins
Bubo lacteus,6,live
Buceros rhinoceros,6,live
Bulbophyllum arfakianum,6,live
Bulbophyllum carunculatum,6,live
Bulbophyllum crassipes,6,live
Bulbophyllum fritillariiflorum,6,live
Bulbophyllum glutinosum,6,live
Bulbophyllum mandibulare,6,live
Bulbophyllum moniliforme,6,live
Bulbophyllum morphologorum,6,live
Bulbophyllum pahudii,6,live
Bulbophyllum pulchrum,6,live
Bulbophyllum saltatorium,6,live
Bulbophyllum secundum,6,live
Bulbophyllum siamense,6,live
Bulbophyllum vinaceum,6,live
Buteo buteo,6,specimens
Buteo jamaicensis,6,bodies
